THREADS_PER_BLOCK,DIM_SIZE,num_iterations,time
128,5,566,9
128,5,567,9
128,5,568,9
128,5,569,10
128,5,570,9
128,5,571,9
128,5,572,9
128,5,573,9
128,5,574,9
128,5,575,9
128,5,576,9
128,5,577,9
128,5,578,9
128,5,579,10
128,5,580,9
128,5,581,9
128,5,582,9
128,5,583,9
128,5,584,9
128,5,585,9
128,5,586,9
128,5,587,10
128,5,588,9
128,5,589,9
128,5,590,10
128,5,591,9
128,5,592,9
128,5,593,10
128,5,594,9
128,5,595,9
128,5,596,9
128,5,597,10
128,5,598,10
128,5,599,10
128,5,600,10
128,5,601,10
128,5,602,10
128,5,603,10
128,5,604,10
128,5,605,9
128,5,606,9
128,5,607,10
128,5,608,10
128,5,609,10
128,5,610,10
128,5,611,10
128,5,612,9
128,5,613,9
128,5,614,10
128,5,615,10
128,5,616,10
128,5,617,9
128,5,618,9
128,5,619,9
128,5,620,10
128,5,621,10
128,5,622,10
128,5,623,9
128,5,624,9
128,5,625,9
128,5,626,9
128,5,627,10
128,5,628,9
128,5,629,10
128,5,630,9
128,5,631,9
128,5,632,10
128,5,633,9
128,5,634,10
128,5,635,10
128,5,636,9
128,5,637,9
128,5,638,10
128,5,639,9
128,5,640,9
128,5,641,10
128,5,642,9
128,5,643,9
128,5,644,9
128,5,645,9
128,5,646,9
128,5,647,9
128,5,648,9
128,5,649,9
128,5,650,10
128,5,651,9
128,5,652,9
128,5,653,10
128,5,654,9
128,5,655,9
128,5,656,9
128,5,657,10
128,5,658,9
128,5,659,9
128,5,660,9
128,5,661,10
128,5,662,10
128,5,663,9
128,5,664,9
128,5,665,9
128,5,666,10
128,5,667,10
128,5,668,10
128,5,669,9
128,5,670,9
128,5,671,9
128,5,672,9
128,5,673,9
128,5,674,10
128,5,675,9
128,5,676,9
128,5,677,10
128,5,678,10
128,5,679,9
128,5,680,9
128,5,681,9
128,5,682,9
128,5,683,9
128,5,684,9
128,5,685,10
128,5,686,10
128,5,687,10
128,5,688,10
128,5,689,9
128,5,690,9
128,5,691,10
128,5,692,9
128,5,693,9
128,5,694,10
128,5,695,10
128,5,696,10
128,5,697,10
128,5,698,10
128,5,699,9
128,5,700,9
128,5,701,9
128,5,702,10
128,5,703,10
128,5,704,9
128,5,705,9
128,5,706,9
128,5,707,9
128,5,708,10
128,5,709,10
128,5,710,10
128,5,711,10
128,5,712,9
128,5,713,9
128,5,714,9
128,5,715,10
128,5,716,10
128,5,717,10
128,5,718,10
128,5,719,10
128,5,720,10
128,5,721,10
128,5,722,10
128,5,723,9
128,5,724,10
128,5,725,10
128,5,726,10
128,5,727,10
128,5,728,9
128,5,729,9
128,5,730,9
128,5,731,10
128,5,732,10
128,5,733,10
128,5,734,10
128,5,735,10
128,5,736,10
128,5,737,10
128,5,738,9
128,5,739,9
128,5,740,10
128,5,741,10
128,5,742,10
128,5,743,10
128,5,744,10
128,5,745,10
128,5,746,10
128,5,747,10
128,5,748,10
128,5,749,10
128,5,750,10
128,5,751,10
128,5,752,10
128,5,753,9
128,5,754,9
128,5,755,10
128,5,756,10
128,5,757,10
128,5,758,10
128,5,759,10
128,5,760,10
128,5,761,9
128,5,762,10
128,5,763,10
128,5,764,10
128,5,765,10
128,5,766,10
128,5,767,9
128,5,768,9
128,5,769,10
128,5,770,10
128,5,771,10
128,5,772,9
128,5,773,9
128,5,774,10
128,5,775,10
128,5,776,10
128,5,777,9
128,5,778,9
128,5,779,10
128,5,780,9
128,5,781,9
128,5,782,9
128,5,783,10
128,5,784,9
128,5,785,9
128,5,786,9
128,5,787,10
128,5,788,10
128,5,789,10
128,5,790,10
128,5,791,10
128,5,792,10
128,5,793,10
128,5,794,9
128,5,795,10
128,5,796,10
128,5,797,9
128,5,798,9
128,5,799,10
128,5,800,10
128,5,801,10
128,5,802,10
128,5,803,10
128,5,804,10
128,5,805,10
128,5,806,10
128,5,807,10
128,5,808,10
128,5,809,10
128,5,810,10
128,5,811,10
128,5,812,10
128,5,813,10
128,5,814,10
128,5,815,10
128,5,816,10
128,5,817,11
128,5,818,10
128,5,819,11
128,5,820,10
128,5,821,11
128,5,822,10
128,5,823,11
128,5,824,10
128,5,825,10
128,5,826,10
128,5,827,10
128,5,828,10
128,5,829,10
128,5,830,10
128,5,831,11
128,5,832,10
128,5,833,11
128,5,834,10
128,5,835,10
128,5,836,10
128,5,837,11
128,5,838,10
128,5,839,11
128,5,840,10
128,5,841,10
128,5,842,10
128,5,843,11
128,5,844,10
128,5,845,11
128,5,846,10
128,5,847,11
128,5,848,10
128,5,849,10
128,5,850,10
128,5,851,11
128,5,852,10
128,5,853,10
128,5,854,10
128,5,855,10
128,5,856,10
128,5,857,9
128,5,858,10
128,5,859,10
128,5,860,10
128,5,861,10
128,5,862,10
128,5,863,10
128,5,864,10
128,5,865,10
128,5,866,10
128,5,867,10
128,5,868,10
128,5,869,10
128,5,870,10
128,5,871,10
128,5,872,10
128,5,873,10
128,5,874,10
128,5,875,11
128,5,876,10
128,5,877,10
128,5,878,10
128,5,879,10
128,5,880,10
128,5,881,10
128,5,882,9
128,5,883,10
128,5,884,10
128,5,885,10
128,5,886,9
128,5,887,9
128,5,888,10
128,5,889,10
128,5,890,10
128,5,891,10
128,5,892,10
128,5,893,10
128,5,894,9
128,5,895,9
128,5,896,10
128,5,897,10
128,5,898,10
128,5,899,10
128,5,900,10
128,5,901,10
128,5,902,11
128,5,903,10
128,5,904,10
128,5,905,9
128,5,906,10
128,5,907,10
128,5,908,10
128,5,909,10
128,5,910,10
128,5,911,10
128,5,912,10
128,5,913,9
128,5,914,10
128,5,915,10
128,5,916,10
128,5,917,9
128,5,918,10
128,5,919,10
128,5,920,10
128,5,921,10
128,5,922,9
128,5,923,9
128,5,924,10
128,5,925,10
128,5,926,10
128,5,927,9
128,5,928,10
128,5,929,10
128,5,930,10
128,5,931,10
128,5,932,10
128,5,933,10
128,5,934,10
128,5,935,10
128,5,936,9
128,5,937,9
128,5,938,9
128,5,939,10
128,5,940,10
128,5,941,10
128,5,942,10
128,5,943,10
128,5,944,10
128,5,945,10
128,5,946,9
128,5,947,9
128,5,948,9
128,5,949,10
128,5,950,10
128,5,951,10
128,5,952,10
128,5,953,10
128,5,954,10
128,5,955,10
128,5,956,10
128,5,957,10
128,5,958,10
128,5,959,10
128,5,960,10
128,5,961,10
128,5,962,9
128,5,963,9
128,5,964,9
128,5,965,9
128,5,966,10
128,5,967,10
128,5,968,10
128,5,969,10
128,5,970,10
128,5,971,10
128,5,972,10
128,5,973,10
128,5,974,10
128,5,975,10
128,5,976,10
128,5,977,10
128,5,978,10
128,5,979,10
128,5,980,10
128,5,981,10
128,5,982,10
128,5,983,10
128,5,984,9
128,5,985,10
128,5,986,10
128,5,987,10
128,5,988,10
128,5,989,10
128,5,990,9
128,5,991,10
128,5,992,10
128,5,993,10
128,5,994,10
128,5,995,10
128,5,996,10
128,5,997,10
128,5,998,10
128,5,999,10
128,5,1000,10
128,5,1001,10
128,5,1002,10
128,5,1003,10
128,5,1004,9
128,5,1005,9
128,5,1006,10
128,5,1007,10
128,5,1008,10
128,5,1009,10
128,5,1010,10
128,5,1011,10
128,5,1012,10
128,5,1013,9
128,5,1014,9
128,5,1015,9
128,5,1016,10
128,5,1017,10
128,5,1018,10
128,5,1019,9
128,5,1020,9
128,5,1021,10
128,5,1022,10
128,5,1023,10
128,5,1024,10
128,5,1025,10
128,5,1026,10
128,5,1027,10
128,5,1028,10
128,5,1029,10
128,5,1030,9
128,5,1031,9
128,5,1032,10
128,5,1033,10
128,5,1034,10
128,5,1035,10
128,5,1036,10
128,5,1037,9
128,5,1038,9
128,5,1039,10
128,5,1040,10
128,5,1041,9
128,5,1042,9
128,5,1043,9
128,5,1044,9
128,5,1045,9
128,5,1046,9
128,5,1047,9
128,5,1048,9
128,5,1049,10
128,5,1050,10
128,5,1051,9
128,5,1052,9
128,5,1053,9
128,5,1054,10
128,5,1055,10
128,5,1056,9
128,5,1057,9
128,5,1058,10
128,5,1059,9
128,5,1060,9
128,5,1061,10
128,5,1062,10
128,5,1063,9
128,5,1064,10
128,5,1065,9
128,5,1066,9
128,5,1067,10
128,5,1068,9
128,5,1069,9
128,5,1070,10
128,5,1071,9
128,5,1072,9
128,5,1073,10
128,5,1074,9
128,5,1075,9
128,5,1076,9
128,5,1077,9
128,5,1078,10
128,5,1079,10
128,5,1080,9
128,5,1081,9
128,5,1082,10
128,5,1083,9
128,5,1084,9
128,5,1085,10
128,5,1086,10
128,5,1087,10
128,5,1088,10
128,5,1089,9
128,5,1090,9
128,5,1091,9
128,5,1092,10
128,5,1093,10
128,5,1094,10
128,5,1095,10
128,5,1096,10
128,5,1097,10
128,5,1098,10
128,5,1099,10
128,5,1100,10
128,5,1101,10
128,5,1102,10
128,5,1103,10
128,5,1104,9
128,5,1105,10
128,5,1106,10
128,5,1107,10
128,5,1108,10
128,5,1109,10
128,5,1110,9
128,5,1111,9
128,5,1112,9
128,5,1113,9
128,5,1114,10
128,5,1115,9
128,5,1116,9
128,5,1117,9
128,5,1118,10
128,5,1119,10
128,5,1120,10
128,5,1121,9
128,5,1122,9
128,5,1123,9
128,5,1124,10
128,5,1125,10
128,5,1126,10
128,5,1127,10
128,5,1128,10
128,5,1129,10
128,5,1130,10
128,5,1131,9
128,5,1132,9
128,5,1133,9
128,5,1134,10
128,5,1135,9
128,5,1136,9
128,5,1137,9
128,5,1138,9
128,5,1139,10
128,5,1140,9
128,5,1141,9
128,5,1142,10
128,5,1143,9
128,5,1144,9
128,5,1145,10
128,5,1146,9
128,5,1147,10
128,5,1148,9
128,5,1149,10
128,5,1150,9
128,5,1151,9
128,5,1152,9
128,5,1153,9
128,5,1154,9
128,5,1155,9
128,5,1156,9
128,5,1157,9
128,5,1158,9
128,5,1159,9
128,5,1160,9
128,5,1161,9
128,5,1162,9
128,5,1163,9
128,5,1164,10
128,5,1165,9
128,5,1166,9
128,5,1167,9
128,5,1168,9
128,5,1169,10
128,5,1170,9
128,5,1171,9
128,5,1172,10
128,5,1173,9
128,5,1174,10
128,5,1175,9
128,5,1176,10
128,5,1177,9
128,5,1178,9
128,5,1179,9
128,5,1180,9
128,5,1181,9
128,5,1182,9
128,5,1183,9
128,5,1184,9
128,5,1185,9
128,5,1186,9
128,5,1187,9
128,5,1188,9
128,5,1189,9
128,5,1190,9
128,5,1191,8
128,5,1192,9
128,5,1193,9
128,5,1194,9
128,5,1195,9
128,5,1196,9
128,5,1197,9
128,5,1198,9
128,5,1199,9
128,5,1200,9
128,5,1201,9
128,5,1202,9
128,5,1203,9
128,5,1204,9
128,5,1205,9
128,5,1206,9
128,5,1207,8
128,5,1208,9
128,5,1209,9
128,5,1210,9
128,5,1211,9
128,5,1212,9
128,5,1213,8
128,5,1214,9
128,5,1215,9
128,5,1216,9
128,5,1217,9
128,5,1218,9
128,5,1219,9
128,5,1220,9
128,5,1221,9
128,5,1222,9
128,5,1223,8
128,5,1224,9
128,5,1225,9
128,5,1226,9
128,5,1227,9
128,5,1228,8
128,5,1229,9
128,5,1230,9
128,5,1231,9
128,5,1232,9
128,5,1233,9
128,5,1234,9
128,5,1235,9
128,5,1236,9
128,5,1237,9
128,5,1238,9
128,5,1239,9
128,5,1240,9
128,5,1241,9
128,5,1242,9
128,5,1243,9
128,5,1244,8
128,5,1245,9
128,5,1246,9
128,5,1247,9
128,5,1248,9
128,5,1249,9
128,5,1250,9
128,5,1251,9
128,5,1252,9
128,5,1253,9
128,5,1254,9
128,5,1255,9
128,5,1256,9
128,5,1257,9
128,5,1258,9
128,5,1259,9
128,5,1260,9
128,5,1261,9
128,5,1262,9
128,5,1263,9
128,5,1264,9
128,5,1265,9
128,5,1266,9
128,5,1267,9
128,5,1268,9
128,5,1269,9
128,5,1270,9
128,5,1271,9
128,5,1272,9
128,5,1273,9
128,5,1274,9
128,5,1275,9
128,5,1276,8
128,5,1277,9
128,5,1278,9
128,5,1279,9
128,5,1280,9
128,5,1281,9
128,5,1282,9
128,5,1283,9
128,5,1284,9
128,5,1285,9
128,5,1286,8
128,5,1287,9
128,5,1288,9
128,5,1289,9
128,5,1290,9
128,5,1291,8
128,5,1292,9
128,5,1293,9
128,5,1294,9
128,5,1295,8
128,5,1296,9
128,5,1297,9
128,5,1298,9
128,5,1299,9
128,5,1300,9
128,5,1301,9
128,5,1302,9
128,5,1303,9
128,5,1304,9
128,5,1305,9
128,5,1306,9
128,5,1307,9
128,5,1308,9
128,5,1309,9
128,5,1310,9
128,5,1311,9
128,5,1312,9
128,5,1313,9
128,5,1314,9
128,5,1315,9
128,5,1316,9
128,5,1317,9
128,5,1318,9
128,5,1319,9
128,5,1320,9
128,5,1321,9
128,5,1322,9
128,5,1323,9
128,5,1324,9
128,5,1325,9
128,5,1326,9
128,5,1327,10
128,5,1328,9
128,5,1329,9
128,5,1330,10
128,5,1331,10
128,5,1332,10
128,5,1333,10
128,5,1334,10
128,5,1335,10
128,5,1336,10
128,5,1337,10
128,5,1338,9
128,5,1339,9
128,5,1340,9
128,5,1341,10
128,5,1342,10
128,5,1343,10
128,5,1344,9
128,5,1345,9
128,5,1346,9
128,5,1347,10
128,5,1348,10
128,5,1349,10
128,5,1350,9
128,5,1351,9
128,5,1352,10
128,5,1353,9
128,5,1354,9
128,5,1355,10
128,5,1356,9
128,5,1357,9
128,5,1358,10
128,5,1359,9
128,5,1360,9
128,5,1361,9
128,5,1362,9
128,5,1363,10
128,5,1364,10
128,5,1365,10
128,5,1366,9
128,5,1367,9
128,5,1368,9
128,5,1369,9
128,5,1370,9
128,5,1371,9
128,5,1372,9
128,5,1373,10
128,5,1374,10
128,5,1375,10
128,5,1376,10
128,5,1377,9
128,5,1378,9
128,5,1379,9
128,5,1380,9
128,5,1381,10
128,5,1382,10
128,5,1383,10
128,5,1384,10
128,5,1385,10
128,5,1386,10
128,5,1387,9
128,5,1388,9
128,5,1389,9
128,5,1390,9
128,5,1391,9
128,5,1392,9
128,5,1393,9
128,5,1394,9
128,5,1395,10
128,5,1396,10
128,5,1397,9
128,5,1398,10
128,5,1399,10
128,5,1400,10
128,5,1401,9
128,5,1402,9
128,5,1403,9
128,5,1404,9
128,5,1405,10
128,5,1406,10
128,5,1407,9
128,5,1408,9
128,5,1409,10
128,5,1410,10
128,5,1411,10
128,5,1412,10
128,5,1413,10
128,5,1414,9
128,5,1415,9
128,5,1416,10
128,5,1417,9
128,5,1418,9
128,5,1419,9
128,5,1420,10
128,5,1421,10
128,5,1422,9
128,5,1423,9
128,5,1424,10
128,5,1425,10
128,5,1426,9
128,5,1427,9
128,5,1428,10
128,5,1429,9
128,5,1430,9
128,5,1431,9
128,5,1432,10
128,5,1433,9
128,5,1434,9
128,5,1435,9
128,5,1436,9
128,5,1437,9
128,5,1438,10
128,5,1439,9
128,5,1440,9
128,5,1441,10
128,5,1442,9
128,5,1443,9
128,5,1444,10
128,5,1445,10
128,5,1446,10
128,5,1447,9
128,5,1448,9
128,5,1449,9
128,5,1450,9
128,5,1451,10
128,5,1452,10
128,5,1453,10
128,5,1454,10
128,5,1455,9
128,5,1456,9
128,5,1457,9
128,5,1458,10
128,5,1459,10
128,5,1460,10
128,5,1461,10
128,5,1462,9
128,5,1463,9
128,5,1464,10
128,5,1465,10
128,5,1466,10
128,5,1467,10
128,5,1468,10
128,5,1469,10
128,5,1470,10
128,5,1471,10
128,5,1472,10
128,5,1473,10
128,5,1474,10
128,5,1475,10
128,5,1476,10
128,5,1477,10
128,5,1478,9
128,5,1479,10
128,5,1480,10
128,5,1481,10
128,5,1482,10
128,5,1483,9
128,5,1484,9
128,5,1485,9
128,5,1486,10
128,5,1487,10
128,5,1488,10
128,5,1489,10
128,5,1490,10
128,5,1491,9
128,5,1492,9
128,5,1493,9
128,5,1494,9
128,5,1495,10
128,5,1496,10
128,5,1497,10
128,5,1498,9
128,5,1499,9
128,5,1500,9
128,5,1501,9
128,5,1502,10
128,5,1503,10
128,5,1504,10
128,5,1505,10
128,5,1506,9
128,5,1507,10
128,5,1508,10
128,5,1509,10
128,5,1510,9
128,5,1511,9
128,5,1512,9
128,5,1513,9
128,5,1514,9
128,5,1515,9
128,5,1516,10
128,5,1517,9
128,5,1518,10
128,5,1519,10
128,5,1520,9
128,5,1521,10
128,5,1522,10
128,5,1523,10
128,5,1524,10
128,5,1525,10
128,5,1526,10
128,5,1527,10
128,5,1528,9
128,5,1529,9
128,5,1530,9
128,5,1531,9
128,5,1532,10
128,5,1533,9
128,5,1534,9
128,5,1535,9
128,5,1536,9
128,5,1537,9
128,5,1538,10
128,5,1539,9
128,5,1540,9
128,5,1541,10
128,5,1542,10
128,5,1543,10
128,5,1544,10
128,5,1545,10
128,5,1546,10
128,5,1547,9
128,5,1548,10
128,5,1549,10
128,5,1550,10
128,5,1551,10
128,5,1552,10
128,5,1553,10
128,5,1554,9
128,5,1555,10
128,5,1556,11
128,5,1557,10
128,5,1558,10
128,5,1559,10
128,5,1560,11
128,5,1561,10
128,5,1562,10
128,5,1563,9
128,5,1564,10
128,5,1565,10
128,5,1566,10
128,5,1567,10
128,5,1568,9
128,5,1569,9
128,5,1570,9
128,5,1571,10
128,5,1572,10
128,5,1573,10
128,5,1574,10
128,5,1575,10
128,5,1576,10
128,5,1577,10
128,5,1578,10
128,5,1579,10
128,5,1580,10
128,5,1581,9
128,5,1582,10
128,5,1583,10
128,5,1584,10
128,5,1585,10
128,5,1586,9
128,5,1587,9
128,5,1588,9
128,5,1589,9
128,5,1590,9
128,5,1591,9
128,5,1592,10
128,5,1593,11
128,5,1594,10
128,5,1595,10
128,5,1596,10
128,5,1597,10
128,5,1598,10
128,5,1599,10
128,5,1600,10
128,5,1601,10
128,5,1602,9
128,5,1603,9
128,5,1604,9
128,5,1605,10
128,5,1606,10
128,5,1607,9
128,5,1608,9
128,5,1609,9
128,5,1610,9
128,5,1611,9
128,5,1612,9
128,5,1613,9
128,5,1614,10
128,5,1615,9
128,5,1616,9
128,5,1617,9
128,5,1618,9
128,5,1619,9
128,5,1620,10
128,5,1621,9
128,5,1622,9
128,5,1623,10
128,5,1624,9
128,5,1625,9
128,5,1626,10
128,5,1627,9
128,5,1628,9
128,5,1629,9
128,5,1630,9
128,5,1631,10
128,5,1632,10
128,5,1633,9
128,5,1634,9
128,5,1635,9
128,5,1636,10
128,5,1637,10
128,5,1638,10
128,5,1639,10
128,5,1640,10
128,5,1641,10
128,5,1642,9
128,5,1643,10
128,5,1644,9
128,5,1645,9
128,5,1646,9
128,5,1647,9
128,5,1648,10
128,5,1649,10
128,5,1650,10
128,5,1651,9
128,5,1652,9
128,5,1653,9
128,5,1654,9
128,5,1655,9
128,5,1656,10
128,5,1657,10
128,5,1658,10
128,5,1659,10
128,5,1660,10
128,5,1661,9
128,5,1662,10
128,5,1663,10
128,5,1664,10
128,5,1665,10
128,5,1666,10
128,5,1667,10
128,5,1668,9
128,5,1669,9
128,5,1670,10
128,5,1671,10
128,5,1672,10
128,5,1673,10
128,5,1674,9
128,5,1675,9
128,5,1676,9
128,5,1677,9
128,5,1678,9
128,5,1679,9
128,5,1680,10
128,5,1681,10
128,5,1682,10
128,5,1683,10
128,5,1684,10
128,5,1685,10
128,5,1686,10
128,5,1687,10
128,5,1688,11
128,5,1689,10
128,5,1690,10
128,5,1691,10
128,5,1692,10
128,5,1693,10
128,5,1694,10
128,5,1695,11
128,5,1696,10
128,5,1697,10
128,5,1698,10
128,5,1699,10
128,5,1700,9
128,5,1701,11
128,5,1702,10
128,5,1703,10
128,5,1704,10
128,5,1705,10
128,5,1706,10
128,5,1707,10
128,5,1708,10
128,5,1709,10
128,5,1710,10
128,5,1711,10
128,5,1712,11
128,5,1713,10
128,5,1714,10
128,5,1715,11
128,5,1716,10
128,5,1717,10
128,5,1718,10
128,5,1719,11
128,5,1720,11
128,5,1721,10
128,5,1722,10
128,5,1723,11
128,5,1724,10
128,5,1725,10
128,5,1726,11
128,5,1727,10
128,5,1728,10
128,5,1729,10
128,5,1730,10
128,5,1731,10
128,5,1732,10
128,5,1733,10
128,5,1734,11
128,5,1735,10
128,5,1736,11
128,5,1737,10
128,5,1738,11
128,5,1739,10
128,5,1740,11
128,5,1741,10
128,5,1742,10
128,5,1743,10
128,5,1744,10
128,5,1745,10
128,5,1746,11
128,5,1747,10
128,5,1748,10
128,5,1749,10
128,5,1750,10
128,5,1751,10
128,5,1752,10
128,5,1753,10
128,5,1754,10
128,5,1755,10
128,5,1756,10
128,5,1757,10
128,5,1758,10
128,5,1759,10
128,5,1760,10
128,5,1761,10
128,5,1762,10
128,5,1763,10
128,5,1764,10
128,5,1765,10
128,5,1766,10
128,5,1767,10
128,5,1768,10
128,5,1769,10
128,5,1770,10
128,5,1771,10
128,5,1772,10
128,5,1773,10
128,5,1774,10
128,5,1775,10
128,5,1776,10
128,5,1777,10
128,5,1778,10
128,5,1779,10
128,5,1780,10
128,5,1781,10
128,5,1782,10
128,5,1783,10
128,5,1784,10
128,5,1785,10
128,5,1786,10
128,5,1787,10
128,5,1788,10
128,5,1789,10
128,5,1790,10
128,5,1791,9
128,5,1792,9
128,5,1793,9
128,5,1794,10
128,5,1795,10
128,5,1796,10
128,5,1797,9
128,5,1798,9
128,5,1799,9
128,5,1800,9
128,5,1801,9
128,5,1802,10
128,5,1803,10
128,5,1804,10
128,5,1805,10
128,5,1806,9
128,5,1807,9
128,5,1808,9
128,5,1809,10
128,5,1810,10
128,5,1811,9
128,5,1812,9
128,5,1813,9
128,5,1814,9
128,5,1815,9
128,5,1816,9
128,5,1817,10
128,5,1818,10
128,5,1819,10
128,5,1820,10
128,5,1821,10
128,5,1822,10
128,5,1823,10
128,5,1824,9
128,5,1825,10
128,5,1826,10
128,5,1827,10
128,5,1828,9
128,5,1829,9
128,5,1830,9
128,5,1831,9
128,5,1832,9
128,5,1833,9
128,5,1834,10
128,5,1835,10
128,5,1836,10
128,5,1837,10
128,5,1838,9
128,5,1839,9
128,5,1840,9
128,5,1841,10
128,5,1842,10
128,5,1843,10
128,5,1844,9
128,5,1845,9
128,5,1846,9
128,5,1847,10
128,5,1848,10
128,5,1849,10
128,5,1850,10
128,5,1851,10
128,5,1852,10
128,5,1853,10
128,5,1854,10
128,5,1855,10
128,5,1856,10
128,5,1857,10
128,5,1858,10
128,5,1859,10
128,5,1860,10
128,5,1861,10
128,5,1862,10
128,5,1863,10
128,5,1864,10
128,5,1865,9
128,5,1866,9
128,5,1867,9
128,5,1868,10
128,5,1869,9
128,5,1870,9
128,5,1871,10
128,5,1872,9
128,5,1873,9
128,5,1874,9
128,5,1875,10
128,5,1876,10
128,5,1877,10
128,5,1878,10
128,5,1879,10
128,5,1880,10
128,5,1881,10
128,5,1882,10
128,5,1883,9
128,5,1884,9
128,5,1885,9
128,5,1886,9
128,5,1887,9
128,5,1888,9
128,5,1889,9
128,5,1890,9
128,5,1891,9
128,5,1892,9
128,5,1893,10
128,5,1894,10
128,5,1895,10
128,5,1896,10
128,5,1897,10
128,5,1898,10
128,5,1899,9
128,5,1900,9
128,5,1901,9
128,5,1902,9
128,5,1903,10
128,5,1904,9
128,5,1905,9
128,5,1906,10
128,5,1907,10
128,5,1908,9
128,5,1909,10
128,5,1910,9
128,5,1911,10
128,5,1912,9
128,5,1913,9
128,5,1914,9
128,5,1915,9
128,5,1916,9
128,5,1917,9
128,5,1918,9
128,5,1919,9
128,5,1920,9
128,5,1921,9
128,5,1922,9
128,5,1923,10
128,5,1924,9
128,5,1925,9
128,5,1926,9
128,5,1927,9
128,5,1928,10
128,5,1929,9
128,5,1930,9
128,5,1931,9
128,5,1932,9
128,5,1933,9
128,5,1934,9
128,5,1935,10
128,5,1936,9
128,5,1937,9
128,5,1938,9
128,5,1939,9
128,5,1940,9
128,5,1941,10
128,5,1942,9
128,5,1943,9
128,5,1944,9
128,5,1945,9
128,5,1946,9
128,5,1947,9
128,5,1948,10
128,5,1949,9
128,5,1950,10
128,5,1951,9
128,5,1952,10
128,5,1953,9
128,5,1954,9
128,5,1955,9
128,5,1956,9
128,5,1957,9
128,5,1958,9
128,5,1959,10
128,5,1960,9
128,5,1961,9
128,5,1962,10
128,5,1963,9
128,5,1964,9
128,5,1965,10
128,5,1966,10
128,5,1967,10
128,5,1968,9
128,5,1969,9
128,5,1970,10
128,5,1971,10
128,5,1972,10
128,5,1973,9
128,5,1974,9
128,5,1975,9
128,5,1976,10
128,5,1977,10
128,5,1978,9
128,5,1979,9
128,5,1980,10
128,5,1981,9
128,5,1982,9
128,5,1983,10
128,5,1984,9
128,5,1985,9
128,5,1986,10
128,5,1987,10
128,5,1988,9
128,5,1989,9
128,5,1990,10
128,5,1991,9
128,5,1992,9
128,5,1993,10
128,5,1994,10
128,5,1995,9
128,5,1996,9
128,5,1997,10
128,5,1998,10
128,5,1999,10
128,5,2000,10
128,5,2001,10
128,5,2002,9
128,5,2003,9
128,5,2004,9
128,5,2005,9
128,5,2006,10
128,5,2007,10
128,5,2008,10
128,5,2009,10
128,5,2010,10
128,5,2011,9
128,5,2012,9
128,5,2013,9
128,5,2014,9
128,5,2015,9
128,5,2016,9
128,5,2017,10
128,5,2018,10
128,5,2019,10
128,5,2020,10
128,5,2021,10
128,5,2022,10
128,5,2023,9
128,5,2024,9
128,5,2025,10
128,5,2026,9
128,5,2027,9
128,5,2028,10
128,5,2029,10
128,5,2030,10
128,5,2031,10
128,5,2032,9
128,5,2033,9
128,5,2034,9
128,5,2035,10
128,5,2036,10
128,5,2037,10
128,5,2038,10
128,5,2039,10
128,5,2040,9
128,5,2041,9
128,5,2042,9
128,5,2043,9
128,5,2044,9
128,5,2045,9
128,5,2046,9
128,5,2047,9
128,5,2048,9
128,5,2049,9
128,5,2050,9
128,5,2051,9
128,5,2052,9
128,5,2053,9
128,5,2054,9
128,5,2055,9
128,5,2056,9
128,5,2057,9
128,5,2058,9
128,5,2059,9
128,5,2060,10
128,5,2061,9
128,5,2062,9
128,5,2063,9
128,5,2064,9
128,5,2065,9
128,5,2066,9
128,5,2067,9
128,5,2068,9
128,5,2069,9
128,5,2070,9
128,5,2071,9
128,5,2072,9
128,5,2073,9
128,5,2074,10
128,5,2075,9
128,5,2076,9
128,5,2077,9
128,5,2078,9
128,5,2079,10
128,5,2080,9
128,5,2081,10
128,5,2082,9
128,5,2083,9
128,5,2084,10
128,5,2085,9
128,5,2086,10
128,5,2087,9
128,5,2088,9
128,5,2089,9
128,5,2090,9
128,5,2091,9
128,5,2092,9
128,5,2093,9
128,5,2094,9
128,5,2095,9
128,5,2096,9
128,5,2097,9
128,5,2098,9
128,5,2099,9
128,5,2100,9
128,5,2101,9
128,5,2102,10
128,5,2103,9
128,5,2104,9
128,5,2105,9
128,5,2106,9
128,5,2107,9
128,5,2108,9
128,5,2109,9
128,5,2110,9
128,5,2111,9
128,5,2112,9
128,5,2113,9
128,5,2114,9
128,5,2115,9
128,5,2116,9
128,5,2117,9
128,5,2118,9
128,5,2119,9
128,5,2120,9
128,5,2121,9
128,5,2122,9
128,5,2123,9
128,5,2124,9
128,5,2125,9
128,5,2126,9
128,5,2127,9
128,5,2128,9
128,5,2129,8
128,5,2130,9
128,5,2131,9
128,5,2132,9
128,5,2133,9
128,5,2134,9
128,5,2135,8
128,5,2136,9
128,5,2137,9
128,5,2138,9
128,5,2139,9
128,5,2140,9
128,5,2141,8
128,5,2142,9
128,5,2143,9
128,5,2144,9
128,5,2145,9
128,5,2146,8
128,5,2147,9
128,5,2148,9
128,5,2149,9
128,5,2150,8
128,5,2151,9
128,5,2152,9
128,5,2153,9
128,5,2154,9
128,5,2155,9
128,5,2156,9
128,5,2157,9
128,5,2158,9
128,5,2159,10
128,5,2160,9
128,5,2161,9
128,5,2162,9
128,5,2163,9
128,5,2164,9
128,5,2165,9
